RowNumber,CustomerId,Surname,CreditScore,Geography,Gender,Tenure,NumOfProducts,HasCrCard,IsActiveMember,Exited,AgeGroup,BalanceGroup,SalaryGroup
2546,15687130,Nkemjika,686,France,Female,0,1,1,1,0,41-50,0-50K,150K-200K
2547,15755178,Ramos,660,France,Male,1,3,1,1,1,41-50,0-50K,150K-200K
2548,15634772,Mario,682,Spain,Female,0,1,0,1,0,51-60,100K-150K,50K-100K
2549,15617197,Chien,524,France,Male,4,2,1,1,1,41-50,0-50K,0-50K
2550,15631240,Dubinina,645,France,Female,8,2,1,1,1,31-40,0-50K,0-50K
2551,15784301,Wang,850,France,Male,0,2,1,0,0,41-50,0-50K,0-50K
2552,15631310,Hsieh,537,France,Female,3,1,1,1,0,51-60,0-50K,50K-100K
2553,15756560,Moran,599,Spain,Female,7,2,1,0,0,41-50,50K-100K,50K-100K
2554,15732270,Hung,727,Spain,Male,8,1,1,1,1,60+,0-50K,150K-200K
2555,15739357,Moss,756,Spain,Male,2,1,0,0,0,18-30,100K-150K,0-50K
2556,15771540,Fedorova,755,France,Male,9,1,1,0,0,31-40,100K-150K,50K-100K
2557,15567486,Li,634,Spain,Female,4,2,1,1,0,41-50,0-50K,150K-200K
2558,15714634,Nebechi,837,France,Male,4,2,1,0,0,18-30,50K-100K,150K-200K
2559,15727021,Obialo,727,Germany,Female,8,2,1,1,0,18-30,100K-150K,100K-150K
2560,15650670,Bateson,567,Germany,Female,2,2,1,0,0,31-40,100K-150K,50K-100K
2561,15711834,Long,650,Spain,Female,6,1,0,0,1,18-30,0-50K,50K-100K
2562,15729763,Nelson,655,Spain,Male,1,1,1,1,0,31-40,100K-150K,0-50K
2563,15646566,Bell,763,France,Female,9,1,0,1,0,51-60,150K-200K,0-50K
2564,15645463,Udinese,843,France,Female,5,2,1,1,0,18-30,0-50K,50K-100K
2565,15672144,Mao,667,France,Female,6,1,1,1,1,31-40,100K-150K,50K-100K
2566,15596088,Fanucci,705,France,Female,4,2,0,1,0,41-50,50K-100K,100K-150K
2567,15614878,Yeh,660,Germany,Female,6,1,1,1,0,18-30,150K-200K,100K-150K
2568,15635240,Onuoha,553,France,Male,1,2,0,0,0,41-50,0-50K,0-50K
2569,15775905,Moore,612,Germany,Female,6,1,1,1,1,41-50,100K-150K,0-50K
2570,15700657,Thornton,641,Germany,Female,2,1,1,0,0,31-40,100K-150K,150K-200K
2571,15611905,Warlow-Davies,513,Spain,Female,5,1,1,0,0,31-40,150K-200K,50K-100K
2572,15652527,Champion,680,France,Male,7,1,0,1,0,41-50,100K-150K,50K-100K
2573,15785865,Mazzanti,711,France,Male,9,2,1,1,0,51-60,50K-100K,0-50K
2574,15645942,Macleod,689,Spain,Male,2,2,1,1,0,31-40,0-50K,150K-200K
2575,15688691,Lei,665,Germany,Female,9,2,0,1,1,51-60,100K-150K,0-50K
2576,15592736,Lucchese,551,Germany,Male,5,1,1,0,1,51-60,100K-150K,150K-200K
2577,15673529,Lombardo,645,Spain,Male,4,2,1,0,0,31-40,50K-100K,0-50K
2578,15724145,William,616,Germany,Male,8,1,1,0,0,18-30,100K-150K,100K-150K
2579,15704629,Wright,582,France,Female,1,1,0,1,0,31-40,100K-150K,150K-200K
2580,15597896,Ozoemena,365,Germany,Male,0,1,1,0,1,18-30,100K-150K,50K-100K
2581,15731790,Boyle,697,Germany,Female,6,1,1,1,1,31-40,100K-150K,0-50K
2582,15634719,Chinwendu,704,France,Male,0,2,1,0,0,31-40,0-50K,150K-200K
2583,15703205,Uwaezuoke,656,France,Female,5,2,1,1,0,41-50,100K-150K,100K-150K
2584,15567333,Archambault,712,France,Female,7,2,1,0,0,31-40,0-50K,150K-200K
2585,15754537,Ko,748,France,Male,0,1,0,0,0,31-40,0-50K,50K-100K
2586,15612030,Udegbulam,724,France,Male,9,2,1,1,0,18-30,0-50K,100K-150K
2587,15573242,Greene,691,France,Male,6,1,1,1,0,41-50,100K-150K,0-50K
2588,15601892,Hunter,563,France,Male,8,2,0,1,0,31-40,0-50K,50K-100K
2589,15663885,Blinova,741,France,Male,5,1,1,1,0,31-40,0-50K,50K-100K
2590,15701096,De Garis,778,France,Male,8,1,1,0,0,41-50,100K-150K,100K-150K
2591,15710450,Okwudiliolisa,848,Spain,Male,7,1,1,1,0,18-30,100K-150K,150K-200K
2592,15790846,Ts'ai,634,Germany,Male,2,1,1,1,0,31-40,100K-150K,50K-100K
2593,15658956,Tuan,505,Germany,Male,6,2,1,1,0,31-40,0-50K,150K-200K
2594,15755223,Tseng,692,Germany,Male,7,2,0,0,0,51-60,150K-200K,100K-150K
2595,15787318,Holmwood,537,Germany,Female,6,1,1,0,1,41-50,100K-150K,0-50K
2596,15737310,Thompson,633,France,Male,10,1,1,0,0,18-30,100K-150K,150K-200K
2597,15763665,Y?,833,France,Female,4,2,0,0,0,18-30,100K-150K,0-50K
2598,15668818,Chidubem,592,Spain,Female,2,1,1,1,0,31-40,200K+,100K-150K
2599,15765812,Trevisani,587,Spain,Male,1,2,1,1,0,41-50,0-50K,0-50K
2600,15704844,Hsiung,550,Spain,Male,7,1,0,1,0,60+,50K-100K,50K-100K
2601,15744582,Randall,680,France,Female,10,3,1,0,1,18-30,0-50K,150K-200K
2602,15616700,Leach,622,Spain,Female,9,2,1,1,0,41-50,0-50K,150K-200K
2603,15683521,Godfrey,594,Germany,Male,0,2,1,0,0,18-30,100K-150K,100K-150K
2604,15583049,Wallace,643,Germany,Female,7,1,0,1,0,31-40,150K-200K,150K-200K
2605,15643752,Wei,540,France,Male,5,1,1,0,0,18-30,100K-150K,0-50K
2606,15620398,Mitchell,635,Spain,Female,5,2,1,0,0,31-40,50K-100K,0-50K
2607,15715707,Light,657,France,Male,3,2,1,1,0,31-40,100K-150K,50K-100K
2608,15814209,Capon,814,France,Male,1,1,1,0,0,31-40,100K-150K,100K-150K
2609,15733768,Hou,600,France,Male,1,1,1,1,0,31-40,0-50K,100K-150K
2610,15755242,Rowe,682,France,Female,2,1,1,1,0,41-50,0-50K,100K-150K
2611,15729412,Holloway,682,France,Male,4,1,1,1,0,31-40,100K-150K,0-50K
2612,15746564,O'Sullivan,566,France,Male,3,1,1,1,0,41-50,100K-150K,150K-200K
2613,15588446,Udinesi,550,Spain,Male,3,2,0,0,0,31-40,0-50K,100K-150K
2614,15665221,Nwebube,630,France,Male,7,2,0,1,0,18-30,100K-150K,150K-200K
2615,15640846,Chibueze,546,Germany,Female,3,4,1,0,1,51-60,100K-150K,100K-150K
2616,15700209,Walker,486,France,Male,9,1,1,1,0,60+,50K-100K,50K-100K
2617,15658360,Gregory,762,Spain,Male,9,2,0,0,0,31-40,100K-150K,100K-150K
2618,15602735,Kuo,692,Germany,Male,6,4,0,1,1,41-50,150K-200K,100K-150K
2619,15724834,Wilson,498,France,Female,1,2,0,0,0,18-30,0-50K,100K-150K
2620,15800062,Lanford,850,Spain,Male,8,1,0,0,1,41-50,0-50K,0-50K
2621,15685300,Meng,603,France,Male,6,2,1,0,0,31-40,100K-150K,100K-150K
2622,15760102,Yeh,551,France,Female,5,1,1,0,0,31-40,0-50K,150K-200K
2623,15787026,Onwuatuegwu,627,Germany,Male,0,2,1,1,0,18-30,150K-200K,50K-100K
2624,15653696,Goliwe,515,France,Female,9,2,0,0,0,18-30,0-50K,50K-100K
2625,15788946,Anthony,605,Spain,Female,3,1,0,0,0,18-30,100K-150K,0-50K
2626,15600724,Scott,567,Germany,Male,5,1,1,0,0,18-30,100K-150K,100K-150K
2627,15574324,Genovese,568,Germany,Female,2,2,0,1,0,18-30,100K-150K,100K-150K
2628,15707144,Onyeorulu,571,Germany,Male,6,2,1,0,0,18-30,50K-100K,150K-200K
2629,15775891,Myers,634,Germany,Male,2,1,1,1,1,41-50,100K-150K,100K-150K
2630,15711789,Davey,768,Spain,Female,3,1,0,0,1,41-50,0-50K,150K-200K
2631,15600879,Parsons,554,Germany,Female,3,2,1,0,0,31-40,150K-200K,0-50K
2632,15681196,Chikere,629,France,Male,1,1,1,1,0,31-40,150K-200K,150K-200K
2633,15716000,Hs?eh,638,Spain,Male,2,2,1,1,0,41-50,0-50K,0-50K
2634,15766776,Sal,576,France,Male,1,1,1,1,0,41-50,0-50K,150K-200K
2635,15680278,Ts'ai,661,Spain,Female,9,1,1,0,1,41-50,50K-100K,0-50K
2636,15688637,Witt,592,France,Female,4,2,1,1,0,18-30,0-50K,150K-200K
2637,15591179,Skelton,702,Spain,Male,2,2,1,1,0,18-30,0-50K,100K-150K
2638,15677435,Kazantseva,647,France,Female,0,2,1,0,0,18-30,50K-100K,150K-200K
2639,15698619,Bowhay,593,France,Male,9,2,1,1,0,41-50,0-50K,50K-100K
2640,15581036,Beyer,712,Germany,Female,3,2,1,0,1,31-40,100K-150K,100K-150K
2641,15622117,Fries,625,Spain,Female,8,2,1,0,0,31-40,0-50K,150K-200K
2642,15599301,Tao,538,Germany,Female,6,1,0,1,0,18-30,150K-200K,0-50K
2643,15581548,Kaodilinakachukwu,637,Spain,Female,5,1,1,0,0,18-30,50K-100K,100K-150K
2644,15586870,Ni,632,France,Male,4,1,1,1,0,18-30,150K-200K,150K-200K
2645,15735263,Hsueh,736,France,Male,5,1,0,1,0,18-30,50K-100K,150K-200K
2646,15765322,Connely,755,France,Male,5,2,1,1,0,18-30,50K-100K,50K-100K
2647,15582944,Becker,425,Spain,Female,5,2,1,0,0,31-40,0-50K,100K-150K
2648,15687162,Clayton,461,France,Male,9,1,0,0,1,51-60,100K-150K,50K-100K
2649,15644962,Connolly,745,France,Male,4,1,1,1,0,18-30,100K-150K,150K-200K
2650,15612615,Graham,616,France,Female,6,2,1,0,0,31-40,0-50K,50K-100K
2651,15813439,Ch'ien,587,France,Male,5,1,1,0,0,31-40,100K-150K,0-50K
2652,15604544,Manfrin,850,Germany,Male,4,2,0,1,0,31-40,150K-200K,0-50K
2653,15761348,Kuo,601,France,Female,0,2,1,0,0,31-40,0-50K,150K-200K
2654,15785078,Fomin,730,Spain,Male,3,1,1,0,0,18-30,0-50K,0-50K
2655,15759874,Chamberlain,532,France,Male,3,1,1,0,1,41-50,100K-150K,50K-100K
2656,15643658,Barber,850,Germany,Male,2,2,1,0,0,51-60,50K-100K,0-50K
2657,15713267,Zimmer,779,Spain,Female,5,2,0,1,0,31-40,0-50K,100K-150K
2658,15737782,Brazenor,562,France,Male,9,1,1,1,0,18-30,0-50K,0-50K
2659,15815490,Cocci,670,Germany,Male,2,3,0,0,1,31-40,150K-200K,150K-200K
2660,15679410,Caldwell,729,France,Female,4,1,1,0,1,60+,100K-150K,0-50K
2661,15756241,Yirawala,767,France,Female,2,1,1,1,0,41-50,150K-200K,100K-150K
2662,15688409,Donaldson,742,France,Female,2,1,1,0,1,18-30,150K-200K,100K-150K
2663,15742272,Ozerova,669,France,Female,8,1,0,0,1,41-50,50K-100K,100K-150K
2664,15717898,Bruce,542,Spain,Male,2,1,0,1,0,31-40,100K-150K,150K-200K
2665,15769582,Kang,586,France,Male,3,2,1,1,0,18-30,0-50K,100K-150K
2666,15635660,Rossi,612,Germany,Male,9,1,1,0,1,18-30,100K-150K,100K-150K
2667,15576723,Ts'ai,740,France,Female,7,2,1,1,0,31-40,0-50K,150K-200K
2668,15591577,Moran,584,France,Male,3,1,1,1,0,31-40,100K-150K,100K-150K
2669,15582325,Jennings,524,France,Male,2,1,1,0,1,51-60,50K-100K,150K-200K
2670,15693947,Tokareva,614,France,Female,5,2,1,0,0,18-30,50K-100K,100K-150K
2671,15760446,Pagnotto,598,France,Female,9,1,0,1,1,60+,0-50K,0-50K
2672,15611105,Castella,799,Spain,Male,7,2,0,1,0,31-40,0-50K,100K-150K
2673,15630920,Du Cane,724,France,Male,2,2,0,0,0,31-40,150K-200K,50K-100K
2674,15574910,Ferguson,601,France,Male,2,1,1,0,0,41-50,100K-150K,150K-200K
2675,15756472,Odinakachukwu,804,France,Male,7,1,1,0,0,18-30,100K-150K,100K-150K
2676,15682890,Woronoff,745,Germany,Male,5,2,1,1,0,31-40,50K-100K,100K-150K
2677,15641994,Meng,667,Germany,Male,1,1,1,0,1,41-50,100K-150K,0-50K
2678,15733297,Sinclair,518,France,Female,10,1,1,1,0,31-40,50K-100K,150K-200K
2679,15767793,Hsu,819,France,Female,10,2,1,0,0,31-40,0-50K,0-50K
2680,15725698,Panicucci,520,Spain,Female,4,1,1,1,0,31-40,100K-150K,50K-100K
2681,15813532,Burns,625,France,Female,5,2,1,0,0,31-40,0-50K,0-50K
2682,15576760,Onodugoadiegbemma,673,Germany,Male,5,2,0,0,0,31-40,50K-100K,150K-200K
2683,15732102,Darling,656,Germany,Female,3,2,1,0,0,18-30,150K-200K,0-50K
2684,15739046,Maggard,850,Spain,Female,9,1,0,1,0,18-30,100K-150K,50K-100K
2685,15631927,Thomas,574,Spain,Female,7,2,0,0,0,18-30,0-50K,150K-200K
2686,15672115,Lettiere,679,France,Male,6,2,1,1,0,51-60,0-50K,50K-100K
2687,15618765,Ponomaryov,530,Germany,Female,0,1,0,1,0,41-50,50K-100K,50K-100K
2688,15679148,Oliver,508,France,Male,3,2,0,0,0,41-50,100K-150K,50K-100K
2689,15728474,Chienezie,558,Germany,Male,4,1,1,1,0,31-40,100K-150K,100K-150K
2690,15636999,Mao,414,France,Male,8,1,0,1,1,31-40,0-50K,50K-100K
2691,15754261,Ho,648,Spain,Male,2,2,1,0,0,41-50,50K-100K,50K-100K
2692,15629150,Lucchese,721,France,Female,1,2,1,0,0,31-40,0-50K,50K-100K
2693,15736274,Prokhorova,751,France,Male,8,2,0,0,0,31-40,0-50K,0-50K
2694,15627697,Alekseyeva,662,France,Male,2,2,0,1,0,31-40,0-50K,0-50K
2695,15721585,Blacklock,628,Germany,Male,3,2,0,1,0,18-30,100K-150K,100K-150K
2696,15639946,Sazonova,597,Germany,Female,8,3,1,0,1,31-40,150K-200K,0-50K
2697,15792176,Henty,698,Spain,Female,0,1,1,1,0,31-40,50K-100K,100K-150K
2698,15699450,Li,723,France,Male,7,2,1,1,0,41-50,0-50K,150K-200K
2699,15729954,Azuka,586,France,Female,5,3,1,0,1,18-30,0-50K,150K-200K
2700,15600103,Alexander,633,Germany,Female,8,1,1,1,0,18-30,100K-150K,50K-100K
2701,15786200,Brock,564,France,Male,4,2,1,0,0,31-40,0-50K,50K-100K
2702,15797010,Shen,649,France,Female,2,2,1,0,0,31-40,0-50K,0-50K
2703,15670172,Padovesi,622,France,Female,4,1,0,1,0,18-30,100K-150K,150K-200K
2704,15627352,Bulgakov,459,Germany,Male,7,1,1,0,1,41-50,100K-150K,0-50K
2705,15622494,Mazzanti,718,France,Male,2,2,0,0,0,18-30,0-50K,0-50K
2706,15585835,Lord,655,Spain,Female,4,2,1,0,0,31-40,100K-150K,100K-150K
2707,15595071,Ramos,696,France,Male,9,1,1,1,0,18-30,100K-150K,150K-200K
2708,15628203,Pai,637,France,Female,3,1,0,0,0,31-40,100K-150K,100K-150K
2709,15667190,Yuan,630,Spain,Female,1,1,1,1,0,18-30,50K-100K,100K-150K
2710,15780212,Mao,592,France,Male,4,1,0,0,0,31-40,200K+,150K-200K
2711,15766869,Uspenskaya,634,Germany,Male,1,2,1,1,0,31-40,50K-100K,150K-200K
2712,15775741,Powell,608,France,Female,9,2,1,1,0,18-30,0-50K,100K-150K
2713,15628170,Brown,565,Germany,Female,9,1,1,0,0,31-40,50K-100K,100K-150K
2714,15701318,Poole,763,Spain,Male,9,1,0,1,0,60+,100K-150K,50K-100K
2715,15710928,McChesney,665,France,Female,8,1,1,1,0,51-60,100K-150K,50K-100K
2716,15682547,Lucchese,649,France,Male,1,1,0,1,0,31-40,100K-150K,50K-100K
2717,15631170,Clements,695,France,Male,3,2,1,1,0,41-50,0-50K,0-50K
2718,15648702,Yuriev,775,Germany,Male,6,2,1,1,0,60+,100K-150K,50K-100K
2719,15783444,Endrizzi,788,France,Female,3,1,0,1,0,31-40,100K-150K,100K-150K
2720,15809178,Pan,569,Germany,Female,9,1,1,0,1,41-50,100K-150K,0-50K
2721,15806688,Manfrin,726,Spain,Female,8,3,0,1,1,51-60,100K-150K,100K-150K
2722,15576824,Kennedy,564,Germany,Female,3,3,1,1,1,41-50,100K-150K,100K-150K
2723,15675422,Conway,544,France,Female,9,1,1,1,0,31-40,100K-150K,0-50K
2724,15681550,Lablanc,614,France,Female,8,1,1,1,0,41-50,100K-150K,0-50K
2725,15812628,Dodd,453,Germany,Female,8,1,1,0,0,31-40,100K-150K,100K-150K
2726,15597951,Muir,471,France,Female,4,1,1,1,0,51-60,100K-150K,0-50K
2727,15807045,Milanesi,829,Germany,Female,3,1,0,0,0,31-40,100K-150K,0-50K
2728,15581748,Shen,754,Germany,Male,2,2,1,1,0,51-60,100K-150K,50K-100K
2729,15770420,Dillon,749,Germany,Male,10,2,1,1,0,41-50,50K-100K,50K-100K
2730,15608230,Hoelscher,667,France,Male,1,2,1,0,0,18-30,0-50K,50K-100K
2731,15730339,Bell,670,Spain,Male,3,1,0,0,0,18-30,100K-150K,0-50K
2732,15712584,Liao,670,France,Female,7,2,1,1,0,31-40,0-50K,50K-100K
2733,15592816,Udokamma,623,Germany,Female,1,1,1,0,1,41-50,100K-150K,100K-150K
2734,15641480,Sinnett,571,France,Male,5,1,1,0,0,31-40,100K-150K,100K-150K
2735,15708505,Palerma,641,Germany,Female,7,2,0,1,0,31-40,50K-100K,0-50K
2736,15791131,Chimaijem,551,Germany,Female,2,1,1,0,0,18-30,100K-150K,100K-150K
2737,15618225,Porter,741,Germany,Male,8,2,1,0,0,31-40,100K-150K,150K-200K
2738,15644724,Fan,472,France,Male,4,2,0,1,0,31-40,50K-100K,50K-100K
2739,15662098,Palmer,650,Spain,Male,3,3,0,0,1,41-50,100K-150K,100K-150K
2740,15723894,Younger,625,France,Male,7,1,0,0,0,41-50,100K-150K,100K-150K
2741,15787699,Burke,650,Germany,Male,4,1,1,1,0,31-40,100K-150K,0-50K
2742,15687738,Nwagugheuzo,535,France,Female,8,2,1,0,0,31-40,0-50K,100K-150K
2743,15576126,Young,649,France,Female,2,1,1,1,0,41-50,100K-150K,50K-100K
2744,15658889,Watson,689,France,Male,4,1,1,0,1,18-30,100K-150K,50K-100K
2745,15667046,Tseng,694,Spain,Male,7,1,1,0,0,31-40,100K-150K,100K-150K
2746,15669957,Drake,655,Germany,Male,9,1,1,1,0,51-60,100K-150K,0-50K
2747,15655794,Hanna,620,France,Male,8,2,1,1,0,31-40,0-50K,100K-150K
2748,15599829,Padovesi,577,France,Female,10,2,1,1,0,31-40,0-50K,0-50K
2749,15753332,Loftus,401,Germany,Male,8,1,1,0,1,41-50,100K-150K,150K-200K
2750,15671124,Buccho,599,France,Male,6,1,1,1,0,18-30,100K-150K,0-50K
2751,15767474,Lorenzo,481,France,Female,9,3,1,1,1,51-60,0-50K,150K-200K
2752,15720671,Ibezimako,704,France,Male,8,2,1,1,0,41-50,100K-150K,150K-200K
2753,15626787,Wei,698,Spain,Female,8,1,0,0,1,31-40,150K-200K,100K-150K
2754,15774491,Ross,480,France,Female,6,2,0,0,0,18-30,0-50K,0-50K
2755,15579647,Oluchukwu,682,France,Male,0,1,1,1,0,41-50,0-50K,150K-200K
2756,15625522,Walker,700,Spain,Male,7,2,0,1,0,31-40,0-50K,100K-150K
2757,15765806,Wu,492,France,Male,1,1,1,1,0,18-30,100K-150K,150K-200K
2758,15566708,Chidalu,444,France,Female,4,2,1,0,1,41-50,0-50K,150K-200K
2759,15668347,Ingram,624,France,Male,6,2,0,0,0,31-40,0-50K,50K-100K
2760,15575214,Ch'en,709,France,Male,7,1,1,0,0,31-40,0-50K,150K-200K
2761,15591123,Iredale,557,Germany,Male,2,1,1,1,0,60+,100K-150K,0-50K
2762,15573280,Gallagher,646,Germany,Male,6,2,1,1,0,41-50,100K-150K,0-50K
2763,15589018,Padilla,719,Germany,Male,3,2,1,1,0,18-30,100K-150K,150K-200K
2764,15654495,Potter,706,Germany,Female,6,1,1,1,0,41-50,100K-150K,100K-150K
2765,15597265,Mao,660,France,Male,7,2,0,1,0,31-40,0-50K,100K-150K
2766,15733876,Schneider,667,France,Male,9,2,1,1,0,31-40,0-50K,0-50K
2767,15677217,Ibragimova,705,France,Male,1,1,1,1,0,18-30,0-50K,150K-200K
2768,15747265,Huang,598,Germany,Female,10,1,1,1,0,18-30,150K-200K,50K-100K
2769,15713379,Anderson,669,France,Male,4,2,1,1,0,18-30,0-50K,150K-200K
2770,15730433,Nakayama,580,Germany,Female,1,1,1,0,1,31-40,100K-150K,100K-150K
2771,15693347,Gardener,676,France,Female,5,2,1,1,0,31-40,0-50K,50K-100K
2772,15715465,Aksenova,714,Germany,Male,7,1,1,0,0,18-30,50K-100K,150K-200K
2773,15680736,Milne,597,Germany,Female,6,2,1,1,0,60+,100K-150K,0-50K
2774,15610765,Onwumelu,559,France,Male,1,2,0,0,0,18-30,0-50K,150K-200K
2775,15650034,Kudryashova,564,France,Female,1,1,1,1,0,18-30,0-50K,150K-200K
2776,15782468,Hart,850,Spain,Male,3,2,1,1,1,51-60,100K-150K,0-50K
2777,15685109,Teng,689,France,Male,7,2,0,0,0,31-40,0-50K,0-50K
2778,15776233,Kruglova,758,Germany,Female,8,1,1,0,1,60+,100K-150K,150K-200K
2779,15761141,Palerma,604,Spain,Female,10,2,1,1,0,60+,0-50K,100K-150K
2780,15781702,Brookes,733,Germany,Male,9,2,0,1,0,31-40,100K-150K,150K-200K
2781,15790235,Hsing,778,Spain,Male,8,2,1,1,0,31-40,100K-150K,100K-150K
2782,15641416,Shaffer,732,Germany,Female,9,2,1,1,1,60+,50K-100K,150K-200K
2783,15775234,Laurie,646,France,Male,8,2,0,0,0,18-30,0-50K,50K-100K
2784,15659475,Chung,597,France,Female,6,2,0,0,0,31-40,100K-150K,50K-100K
2785,15642202,Whitfield,821,Germany,Female,5,2,0,1,0,31-40,100K-150K,100K-150K
2786,15771417,Thomas,640,France,Male,7,1,0,0,1,41-50,100K-150K,50K-100K
2787,15585100,Rioux,511,Germany,Female,9,1,1,0,1,31-40,100K-150K,150K-200K
2788,15700487,Osonduagwuike,805,France,Male,6,3,1,0,1,41-50,100K-150K,150K-200K
2789,15726589,Matveyev,540,Germany,Male,1,1,1,0,0,31-40,50K-100K,100K-150K
2790,15747503,Hayward,705,Spain,Male,0,1,1,0,1,41-50,150K-200K,50K-100K
2791,15595883,Nkemdirim,540,Germany,Male,4,1,1,1,0,31-40,100K-150K,0-50K
2792,15663826,Brim,532,Spain,Female,3,1,1,1,0,60+,0-50K,100K-150K
2793,15742820,Trevisano,535,France,Female,2,2,0,1,0,41-50,0-50K,150K-200K
2794,15624793,Soubeiran,627,Germany,Male,5,1,1,0,0,18-30,150K-200K,100K-150K
2795,15597930,Wilson,646,France,Male,8,1,0,0,1,51-60,50K-100K,150K-200K
2796,15665110,Helena,515,France,Female,7,1,0,1,0,18-30,50K-100K,0-50K
2797,15770719,Duncan,697,France,Female,6,1,1,1,0,31-40,150K-200K,0-50K
2798,15731327,Hale,652,Germany,Male,2,2,0,1,0,18-30,150K-200K,100K-150K
2799,15576044,Macdonald,579,Germany,Male,6,1,1,0,0,18-30,150K-200K,100K-150K
2800,15775662,McKay,760,France,Male,8,1,1,0,0,41-50,100K-150K,150K-200K
2801,15646817,Chiekwugo,769,France,Male,9,2,1,0,0,51-60,150K-200K,0-50K
2802,15596060,Skinner,498,Spain,Male,8,1,1,1,0,18-30,100K-150K,0-50K
2803,15723299,Sorokina,774,France,Male,4,1,1,1,1,51-60,100K-150K,150K-200K
2804,15636982,Weller,705,Germany,Female,7,1,1,1,0,41-50,50K-100K,100K-150K
2805,15751175,Bess,648,France,Female,2,2,1,1,0,41-50,0-50K,50K-100K
2806,15618936,MacDonald,688,France,Female,5,1,1,0,1,51-60,0-50K,50K-100K
2807,15787529,Gray,592,Spain,Male,0,1,1,0,1,31-40,0-50K,50K-100K
2808,15780128,Ogbonnaya,705,France,Male,3,2,1,0,0,31-40,100K-150K,100K-150K
2809,15615991,Udegbulam,654,France,Male,7,1,1,1,0,41-50,50K-100K,50K-100K
2810,15757001,Mai,624,France,Female,2,2,1,1,0,31-40,50K-100K,100K-150K
2811,15595388,Yeh,594,France,Female,10,2,1,1,0,18-30,0-50K,100K-150K
2812,15699550,Babbage,695,Spain,Female,9,2,1,1,0,31-40,0-50K,50K-100K
2813,15581620,Franklin,597,France,Male,2,3,1,1,0,18-30,0-50K,50K-100K
2814,15600934,Randell,758,France,Female,7,1,1,0,1,51-60,100K-150K,150K-200K
2815,15738672,Paterson,737,Germany,Female,2,2,1,0,0,31-40,150K-200K,100K-150K
2816,15721307,Pickering,694,Germany,Male,1,2,1,0,0,31-40,50K-100K,100K-150K
2817,15619280,Uspensky,683,France,Male,4,2,1,0,0,18-30,0-50K,150K-200K
2818,15768244,Macleod,538,Spain,Female,8,2,1,1,0,18-30,0-50K,0-50K
2819,15806837,Nnaife,669,France,Male,4,1,1,0,0,31-40,0-50K,100K-150K
2820,15643496,Randolph,730,France,Female,5,2,1,0,0,31-40,50K-100K,50K-100K
2821,15813916,Kudryashova,622,France,Female,1,1,1,1,0,31-40,50K-100K,150K-200K
2822,15626385,George,714,Spain,Female,10,2,1,1,0,31-40,100K-150K,0-50K
2823,15603582,Robertson,569,Spain,Female,3,1,1,0,0,31-40,0-50K,100K-150K
2824,15764351,Yuryeva,668,Germany,Female,5,1,0,1,0,51-60,100K-150K,50K-100K
2825,15667938,Hurst,628,France,Male,9,2,1,1,0,31-40,100K-150K,0-50K
2826,15576360,Ch'iu,600,France,Male,1,1,1,1,0,31-40,100K-150K,50K-100K
2827,15628813,King,693,France,Female,4,1,1,0,0,41-50,150K-200K,0-50K
2828,15584190,Esposito,704,France,Male,7,2,0,1,0,31-40,100K-150K,100K-150K
2829,15716449,Fraser,527,Spain,Male,9,1,0,0,0,31-40,100K-150K,50K-100K
2830,15759913,Trentini,553,Germany,Male,6,2,1,1,0,41-50,50K-100K,150K-200K
2831,15701555,Nicholls,575,Spain,Male,1,2,0,1,0,51-60,50K-100K,0-50K
2832,15758482,Montalvo,626,France,Female,0,2,0,0,0,31-40,0-50K,150K-200K
2833,15758171,Tien,582,France,Male,4,1,1,1,0,18-30,0-50K,50K-100K
2834,15680346,Chuang,683,Spain,Male,8,1,1,0,0,31-40,0-50K,50K-100K
2835,15649124,Fang,850,France,Male,9,1,0,0,0,18-30,100K-150K,0-50K
2836,15812917,Kosisochukwu,653,Spain,Male,6,2,1,1,0,31-40,100K-150K,0-50K
2837,15768455,Young,679,France,Male,8,2,1,1,0,51-60,0-50K,50K-100K
2838,15703059,Scott,549,Germany,Female,6,1,0,1,0,41-50,100K-150K,50K-100K
2839,15646196,Yeh,850,Spain,Female,2,2,0,0,0,31-40,150K-200K,150K-200K
2840,15585451,Vigano,558,Germany,Female,1,1,1,1,0,31-40,100K-150K,0-50K
2841,15714057,Windradyne,528,Spain,Male,4,2,1,0,0,31-40,0-50K,0-50K
2842,15748473,Curnow,801,France,Male,5,2,1,0,0,31-40,0-50K,50K-100K
2843,15785782,Ugonna,513,Spain,Male,2,1,1,1,1,41-50,0-50K,100K-150K
2844,15693233,De Neeve,666,Germany,Male,6,2,1,1,0,31-40,50K-100K,150K-200K
2845,15757521,Ricci,606,France,Male,2,1,0,1,0,31-40,100K-150K,150K-200K
2846,15812513,Nnaife,599,Germany,Male,10,1,1,0,1,41-50,100K-150K,100K-150K
2847,15674950,Ebelechukwu,544,Germany,Male,4,2,1,0,0,31-40,100K-150K,100K-150K
2848,15678572,Keating,529,Spain,Male,7,2,1,0,1,31-40,50K-100K,50K-100K
2849,15713608,Tuan,850,France,Female,5,2,1,1,0,41-50,0-50K,0-50K
